season,venue,team,opposition_team,player,player_role,balls_faced,strike_rate,runs_scored,overs_bowled,economy,wickets
2020,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Jasprit Bumrah,bowler,,,,3.0,8.36,4.0
2020,Eden Gardens,Royal Challengers Bangalore,Mumbai Indians,Yuzvendra Chahal,bowler,,,,2.0,5.57,5.0
2020,Arun Jaitley Stadium,Chennai Super Kings,Mumbai Indians,Ravindra Jadeja,bowler,,,,4.0,5.65,3.0
2020,M Chinnaswamy Stadium,Kolkata Knight Riders,Chennai Super Kings,Virat Kohli,batsman,23.0,118.3,27.0,,,
2020,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Jasprit Bumrah,bowler,,,,4.0,9.06,1.0
2020,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,Sunil Narine,bowler,,,,2.0,5.06,1.0
2020,Arun Jaitley Stadium,Kolkata Knight Riders,Mumbai Indians,Virat Kohli,batsman,11.0,178.31,19.0,,,
2020,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Shubman Gill,batsman,48.0,163.36,78.0,,,
2020,M Chinnaswamy Stadium,Sunrisers Hyderabad,Chennai Super Kings,Yuzvendra Chahal,bowler,,,,3.0,5.66,0.0
2020,Eden Gardens,Chennai Super Kings,Royal Challengers Bangalore,Jasprit Bumrah,bowler,,,,3.0,6.92,1.0
2020,MA Chidambaram Stadium,Royal Challengers Bangalore,Mumbai Indians,Shubman Gill,batsman,56.0,132.92,74.0,,,
2020,M Chinnaswamy Stadium,Kolkata Knight Riders,Delhi Capitals,KL Rahul,batsman,29.0,118.96,34.0,,,
2020,MA Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings,Shubman Gill,batsman,36.0,131.9,47.0,,,
2020,MA Chidambaram Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunil Narine,bowler,,,,4.0,5.37,2.0
2020,Wankhede Stadium,Delhi Capitals,Mumbai Indians,Rohit Sharma,batsman,24.0,107.64,25.0,,,
2020,Arun Jaitley Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunil Narine,bowler,,,,3.0,9.08,0.0
2020,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunil Narine,bowler,,,,2.0,6.24,1.0
2020,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,KL Rahul,batsman,59.0,106.89,63.0,,,
2020,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Rohit Sharma,batsman,29.0,120.93,35.0,,,
2020,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Rohit Sharma,batsman,45.0,172.93,77.0,,,
2020,MA Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,Shubman Gill,batsman,58.0,107.98,62.0,,,
2020,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Ravindra Jadeja,bowler,,,,4.0,7.23,2.0
2020,M Chinnaswamy Stadium,Delhi Capitals,Kolkata Knight Riders,Shubman Gill,batsman,53.0,175.99,93.0,,,
2020,Eden Gardens,Royal Challengers Bangalore,Mumbai Indians,Rohit Sharma,batsman,69.0,111.03,76.0,,,
2020,M Chinnaswamy Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunil Narine,bowler,,,,4.0,7.69,2.0
2020,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,Ravindra Jadeja,bowler,,,,2.0,7.3,5.0
2020,Eden Gardens,Mumbai Indians,Royal Challengers Bangalore,Rishabh Pant,batsman,20.0,178.91,35.0,,,
2020,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Jasprit Bumrah,bowler,,,,3.0,6.24,5.0
2020,M Chinnaswamy Stadium,Delhi Capitals,Chennai Super Kings,Ravindra Jadeja,bowler,,,,4.0,7.02,0.0
2020,Wankhede Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunil Narine,bowler,,,,3.0,9.93,3.0
2020,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Yuzvendra Chahal,bowler,,,,2.0,8.05,3.0
2020,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,Ravindra Jadeja,bowler,,,,2.0,8.53,2.0
2020,Wankhede Stadium,Delhi Capitals,Royal Challengers Bangalore,Virat Kohli,batsman,56.0,113.67,63.0,,,
2020,M Chinnaswamy Stadium,Kolkata Knight Riders,Chennai Super Kings,Rishabh Pant,batsman,49.0,158.23,77.0,,,
2020,Eden Gardens,Chennai Super Kings,Mumbai Indians,Yuzvendra Chahal,bowler,,,,3.0,9.82,2.0
2020,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Yuzvendra Chahal,bowler,,,,3.0,9.98,1.0
2020,Eden Gardens,Delhi Capitals,Chennai Super Kings,Rohit Sharma,batsman,62.0,155.17,96.0,,,
2020,Arun Jaitley Stadium,Delhi Capitals,Royal Challengers Bangalore,Sunil Narine,bowler,,,,3.0,8.89,5.0
2020,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Virat Kohli,batsman,65.0,104.87,68.0,,,
2020,Arun Jaitley Stadium,Royal Challengers Bangalore,Delhi Capitals,Shubman Gill,batsman,29.0,157.78,45.0,,,
2020,Arun Jaitley Stadium,Mumbai Indians,Sunrisers Hyderabad,Yuzvendra Chahal,bowler,,,,2.0,7.41,5.0
2020,Eden Gardens,Sunrisers Hyderabad,Chennai Super Kings,Rohit Sharma,batsman,32.0,103.25,33.0,,,
2020,MA Chidambaram Stadium,Delhi Capitals,Sunrisers Hyderabad,Virat Kohli,batsman,46.0,113.06,52.0,,,
2020,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Virat Kohli,batsman,20.0,118.3,23.0,,,
2021,Wankhede Stadium,Royal Challengers Bangalore,Delhi Capitals,Shubman Gill,batsman,46.0,158.29,72.0,,,
2021,Eden Gardens,Sunrisers Hyderabad,Royal Challengers Bangalore,Mohammed Shami,bowler,,,,3.0,5.52,0.0
2021,Wankhede Stadium,Chennai Super Kings,Kolkata Knight Riders,Rishabh Pant,batsman,61.0,179.62,109.0,,,
2021,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Rohit Sharma,batsman,33.0,173.57,57.0,,,
2021,MA Chidambaram Stadium,Delhi Capitals,Chennai Super Kings,Rishabh Pant,batsman,18.0,119.12,21.0,,,
2021,Wankhede Stadium,Chennai Super Kings,Kolkata Knight Riders,Sunil Narine,bowler,,,,2.0,6.66,0.0
2021,Wankhede Stadium,Delhi Capitals,Kolkata Knight Riders,Rishabh Pant,batsman,48.0,139.95,67.0,,,
2021,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Yuzvendra Chahal,bowler,,,,3.0,9.55,3.0
2021,MA Chidambaram Stadium,Mumbai Indians,Royal Challengers Bangalore,Shubman Gill,batsman,65.0,151.06,98.0,,,
2021,MA Chidambaram Stadium,Kolkata Knight Riders,Delhi Capitals,Jasprit Bumrah,bowler,,,,3.0,5.1,3.0
2021,Eden Gardens,Mumbai Indians,Chennai Super Kings,Mohammed Shami,bowler,,,,4.0,8.09,3.0
2021,Wankhede Stadium,Chennai Super Kings,Delhi Capitals,Sunil Narine,bowler,,,,2.0,6.45,2.0
2021,MA Chidambaram Stadium,Delhi Capitals,Kolkata Knight Riders,KL Rahul,batsman,44.0,129.83,57.0,,,
2021,Wankhede Stadium,Delhi Capitals,Mumbai Indians,Mohammed Shami,bowler,,,,4.0,9.14,4.0
2021,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Virat Kohli,batsman,40.0,162.13,64.0,,,
2021,Wankhede Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Sunil Narine,bowler,,,,2.0,7.11,1.0
2021,Arun Jaitley Stadium,Delhi Capitals,Mumbai Indians,Virat Kohli,batsman,39.0,171.32,66.0,,,
2021,Arun Jaitley Stadium,Delhi Capitals,Kolkata Knight Riders,Rohit Sharma,batsman,30.0,169.15,50.0,,,
2021,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Rohit Sharma,batsman,35.0,170.21,59.0,,,
2021,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Sunil Narine,bowler,,,,3.0,7.02,4.0
2021,Arun Jaitley Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Virat Kohli,batsman,16.0,135.01,21.0,,,
2021,Wankhede Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunil Narine,bowler,,,,2.0,6.95,5.0
2021,MA Chidambaram Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Virat Kohli,batsman,65.0,167.9,109.0,,,
2021,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Ravindra Jadeja,bowler,,,,3.0,5.81,0.0
2021,Arun Jaitley Stadium,Chennai Super Kings,Mumbai Indians,Sunil Narine,bowler,,,,4.0,6.43,5.0
2021,M Chinnaswamy Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Virat Kohli,batsman,27.0,164.54,44.0,,,
2021,Arun Jaitley Stadium,Sunrisers Hyderabad,Chennai Super Kings,Jasprit Bumrah,bowler,,,,4.0,9.33,0.0
2021,Arun Jaitley Stadium,Kolkata Knight Riders,Mumbai Indians,Virat Kohli,batsman,51.0,136.26,69.0,,,
2021,Wankhede Stadium,Chennai Super Kings,Kolkata Knight Riders,Sunil Narine,bowler,,,,3.0,9.65,2.0
2021,Arun Jaitley Stadium,Sunrisers Hyderabad,Chennai Super Kings,Ravindra Jadeja,bowler,,,,2.0,9.45,5.0
2021,Wankhede Stadium,Delhi Capitals,Chennai Super Kings,Shubman Gill,batsman,63.0,140.73,88.0,,,
2021,MA Chidambaram Stadium,Kolkata Knight Riders,Delhi Capitals,Rohit Sharma,batsman,25.0,139.32,34.0,,,
2021,Arun Jaitley Stadium,Mumbai Indians,Chennai Super Kings,Yuzvendra Chahal,bowler,,,,4.0,6.12,2.0
2021,MA Chidambaram Stadium,Kolkata Knight Riders,Mumbai Indians,Virat Kohli,batsman,15.0,138.71,20.0,,,
2021,Arun Jaitley Stadium,Royal Challengers Bangalore,Mumbai Indians,Rishabh Pant,batsman,35.0,147.31,51.0,,,
2021,M Chinnaswamy Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Mohammed Shami,bowler,,,,3.0,6.94,5.0
2021,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Mohammed Shami,bowler,,,,3.0,8.61,4.0
2021,Arun Jaitley Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Rohit Sharma,batsman,48.0,147.11,70.0,,,
2021,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Yuzvendra Chahal,bowler,,,,2.0,5.16,3.0
2021,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Shubman Gill,batsman,49.0,156.24,76.0,,,
2021,Wankhede Stadium,Chennai Super Kings,Royal Challengers Bangalore,Yuzvendra Chahal,bowler,,,,4.0,5.52,4.0
2021,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,Rohit Sharma,batsman,16.0,152.71,24.0,,,
2021,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,KL Rahul,batsman,66.0,119.5,78.0,,,
2021,Arun Jaitley Stadium,Mumbai Indians,Chennai Super Kings,Mohammed Shami,bowler,,,,2.0,6.55,2.0
2021,Eden Gardens,Royal Challengers Bangalore,Delhi Capitals,Rohit Sharma,batsman,41.0,167.34,68.0,,,
2021,M Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Mohammed Shami,bowler,,,,3.0,5.71,5.0
2021,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Jasprit Bumrah,bowler,,,,2.0,9.15,1.0
2021,Wankhede Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunil Narine,bowler,,,,2.0,7.33,5.0
2021,Wankhede Stadium,Royal Challengers Bangalore,Delhi Capitals,Jasprit Bumrah,bowler,,,,4.0,6.16,3.0
2021,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Virat Kohli,batsman,51.0,136.77,69.0,,,
2021,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunil Narine,bowler,,,,4.0,9.24,1.0
2021,Wankhede Stadium,Sunrisers Hyderabad,Chennai Super Kings,Mohammed Shami,bowler,,,,2.0,7.67,4.0
2021,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Yuzvendra Chahal,bowler,,,,3.0,9.29,4.0
2021,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Shubman Gill,batsman,55.0,149.79,82.0,,,
2021,Eden Gardens,Delhi Capitals,Royal Challengers Bangalore,KL Rahul,batsman,39.0,136.41,53.0,,,
2021,Wankhede Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Rohit Sharma,batsman,25.0,113.62,28.0,,,
2021,M Chinnaswamy Stadium,Sunrisers Hyderabad,Delhi Capitals,Jasprit Bumrah,bowler,,,,3.0,9.3,4.0
2021,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Mohammed Shami,bowler,,,,4.0,9.11,3.0
2021,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Rohit Sharma,batsman,51.0,162.94,83.0,,,
2021,Arun Jaitley Stadium,Sunrisers Hyderabad,Delhi Capitals,Jasprit Bumrah,bowler,,,,2.0,6.42,5.0
2021,Arun Jaitley Stadium,Royal Challengers Bangalore,Delhi Capitals,Rishabh Pant,batsman,50.0,146.16,73.0,,,
2021,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Shubman Gill,batsman,27.0,167.44,45.0,,,
2021,M Chinnaswamy Stadium,Mumbai Indians,Kolkata Knight Riders,Ravindra Jadeja,bowler,,,,2.0,8.11,4.0
2021,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunil Narine,bowler,,,,2.0,9.41,2.0
2021,Wankhede Stadium,Sunrisers Hyderabad,Delhi Capitals,Jasprit Bumrah,bowler,,,,3.0,8.1,3.0
2021,M Chinnaswamy Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Rohit Sharma,batsman,67.0,134.68,90.0,,,
2021,Eden Gardens,Mumbai Indians,Delhi Capitals,Yuzvendra Chahal,bowler,,,,4.0,5.57,1.0
2021,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Mohammed Shami,bowler,,,,3.0,7.34,5.0
2021,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Yuzvendra Chahal,bowler,,,,2.0,7.81,0.0
2021,Eden Gardens,Chennai Super Kings,Sunrisers Hyderabad,KL Rahul,batsman,41.0,134.97,55.0,,,
2021,Eden Gardens,Sunrisers Hyderabad,Mumbai Indians,Sunil Narine,bowler,,,,3.0,9.37,2.0
2021,Wankhede Stadium,Delhi Capitals,Kolkata Knight Riders,Sunil Narine,bowler,,,,4.0,9.46,3.0
2021,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Rohit Sharma,batsman,21.0,123.04,25.0,,,
2021,MA Chidambaram Stadium,Chennai Super Kings,Kolkata Knight Riders,Sunil Narine,bowler,,,,2.0,8.58,4.0
2021,Arun Jaitley Stadium,Chennai Super Kings,Kolkata Knight Riders,Shubman Gill,batsman,18.0,164.69,29.0,,,
2021,Eden Gardens,Delhi Capitals,Royal Challengers Bangalore,Mohammed Shami,bowler,,,,2.0,9.92,4.0
2021,Eden Gardens,Royal Challengers Bangalore,Chennai Super Kings,KL Rahul,batsman,50.0,103.73,51.0,,,
2021,MA Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings,Sunil Narine,bowler,,,,3.0,5.43,4.0
2021,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Shubman Gill,batsman,27.0,117.5,31.0,,,
2021,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Jasprit Bumrah,bowler,,,,3.0,9.08,0.0
2021,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Ravindra Jadeja,bowler,,,,3.0,9.62,5.0
2021,Arun Jaitley Stadium,Delhi Capitals,Mumbai Indians,Rishabh Pant,batsman,56.0,167.08,93.0,,,
2021,Arun Jaitley Stadium,Chennai Super Kings,Kolkata Knight Riders,Virat Kohli,batsman,59.0,106.95,63.0,,,
2021,Eden Gardens,Sunrisers Hyderabad,Chennai Super Kings,Mohammed Shami,bowler,,,,4.0,5.38,1.0
2021,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Ravindra Jadeja,bowler,,,,4.0,9.78,3.0
2021,Arun Jaitley Stadium,Royal Challengers Bangalore,Delhi Capitals,Yuzvendra Chahal,bowler,,,,2.0,8.35,0.0
2021,Arun Jaitley Stadium,Chennai Super Kings,Mumbai Indians,Mohammed Shami,bowler,,,,2.0,9.78,4.0
2021,MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,KL Rahul,batsman,49.0,166.55,81.0,,,
2021,Wankhede Stadium,Sunrisers Hyderabad,Chennai Super Kings,Rohit Sharma,batsman,55.0,101.59,55.0,,,
2021,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Mohammed Shami,bowler,,,,3.0,9.39,1.0
2021,Eden Gardens,Mumbai Indians,Delhi Capitals,Yuzvendra Chahal,bowler,,,,2.0,5.95,2.0
2021,MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,Ravindra Jadeja,bowler,,,,2.0,9.58,2.0
2021,M Chinnaswamy Stadium,Sunrisers Hyderabad,Delhi Capitals,Mohammed Shami,bowler,,,,4.0,7.39,5.0
2021,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,Shubman Gill,batsman,27.0,119.89,32.0,,,
2021,Arun Jaitley Stadium,Chennai Super Kings,Mumbai Indians,Shubman Gill,batsman,58.0,163.22,94.0,,,
2021,Eden Gardens,Sunrisers Hyderabad,Delhi Capitals,Rohit Sharma,batsman,35.0,100.51,35.0,,,
2021,Arun Jaitley Stadium,Royal Challengers Bangalore,Mumbai Indians,Jasprit Bumrah,bowler,,,,3.0,8.98,3.0
2021,Eden Gardens,Delhi Capitals,Mumbai Indians,Mohammed Shami,bowler,,,,2.0,7.63,0.0
2021,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,Rishabh Pant,batsman,18.0,141.98,25.0,,,
2021,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,Rishabh Pant,batsman,67.0,158.39,106.0,,,
2021,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,Shubman Gill,batsman,34.0,174.09,59.0,,,
2021,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Mohammed Shami,bowler,,,,2.0,6.98,2.0
2021,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Yuzvendra Chahal,bowler,,,,4.0,8.89,0.0
2021,M Chinnaswamy Stadium,Kolkata Knight Riders,Chennai Super Kings,Ravindra Jadeja,bowler,,,,3.0,8.91,3.0
2021,MA Chidambaram Stadium,Delhi Capitals,Chennai Super Kings,KL Rahul,batsman,62.0,168.34,104.0,,,
2021,MA Chidambaram Stadium,Delhi Capitals,Royal Challengers Bangalore,Rohit Sharma,batsman,14.0,134.94,18.0,,,
2021,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunil Narine,bowler,,,,2.0,6.34,3.0
2021,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Rohit Sharma,batsman,55.0,136.58,75.0,,,
2021,MA Chidambaram Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Virat Kohli,batsman,24.0,163.82,39.0,,,
2021,M Chinnaswamy Stadium,Delhi Capitals,Mumbai Indians,Mohammed Shami,bowler,,,,4.0,9.34,4.0
2021,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,KL Rahul,batsman,11.0,132.97,14.0,,,
2021,M Chinnaswamy Stadium,Delhi Capitals,Sunrisers Hyderabad,Virat Kohli,batsman,50.0,170.68,85.0,,,
2021,M Chinnaswamy Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunil Narine,bowler,,,,3.0,6.61,1.0
2021,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Yuzvendra Chahal,bowler,,,,4.0,8.18,4.0
2021,Wankhede Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Mohammed Shami,bowler,,,,2.0,8.21,0.0
2021,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,Yuzvendra Chahal,bowler,,,,3.0,7.24,5.0
2021,Arun Jaitley Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunil Narine,bowler,,,,2.0,8.69,3.0
2021,MA Chidambaram Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Virat Kohli,batsman,57.0,165.28,94.0,,,
2021,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Rishabh Pant,batsman,28.0,109.97,30.0,,,
2021,M Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Ravindra Jadeja,bowler,,,,2.0,7.51,2.0
2021,MA Chidambaram Stadium,Delhi Capitals,Sunrisers Hyderabad,Mohammed Shami,bowler,,,,2.0,9.32,5.0
2021,MA Chidambaram Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Mohammed Shami,bowler,,,,4.0,7.89,5.0
2021,Arun Jaitley Stadium,Chennai Super Kings,Mumbai Indians,Rishabh Pant,batsman,28.0,100.61,28.0,,,
2021,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Yuzvendra Chahal,bowler,,,,3.0,8.35,1.0
2021,M Chinnaswamy Stadium,Chennai Super Kings,Delhi Capitals,Yuzvendra Chahal,bowler,,,,4.0,5.37,1.0
2021,Arun Jaitley Stadium,Kolkata Knight Riders,Chennai Super Kings,Mohammed Shami,bowler,,,,3.0,9.92,4.0
2021,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Rohit Sharma,batsman,23.0,179.74,41.0,,,
2021,Arun Jaitley Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Rishabh Pant,batsman,30.0,164.86,49.0,,,
2021,Wankhede Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Rohit Sharma,batsman,46.0,154.06,70.0,,,
2021,Arun Jaitley Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Yuzvendra Chahal,bowler,,,,3.0,7.88,0.0
2021,Wankhede Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Mohammed Shami,bowler,,,,3.0,8.72,5.0
2021,Arun Jaitley Stadium,Chennai Super Kings,Sunrisers Hyderabad,Yuzvendra Chahal,bowler,,,,4.0,9.96,1.0
2021,Arun Jaitley Stadium,Sunrisers Hyderabad,Chennai Super Kings,KL Rahul,batsman,61.0,168.68,102.0,,,
2021,MA Chidambaram Stadium,Sunrisers Hyderabad,Mumbai Indians,KL Rahul,batsman,35.0,102.03,35.0,,,
2021,M Chinnaswamy Stadium,Sunrisers Hyderabad,Chennai Super Kings,Ravindra Jadeja,bowler,,,,2.0,6.58,1.0
2021,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,Sunil Narine,bowler,,,,2.0,6.8,2.0
2021,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Jasprit Bumrah,bowler,,,,2.0,5.52,2.0
2021,MA Chidambaram Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,KL Rahul,batsman,63.0,119.59,75.0,,,
2021,Arun Jaitley Stadium,Chennai Super Kings,Kolkata Knight Riders,Virat Kohli,batsman,10.0,134.77,13.0,,,
2021,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Ravindra Jadeja,bowler,,,,3.0,8.29,3.0
2021,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad,Yuzvendra Chahal,bowler,,,,2.0,5.61,5.0
2021,M Chinnaswamy Stadium,Chennai Super Kings,Delhi Capitals,Rohit Sharma,batsman,48.0,177.81,85.0,,,
2021,MA Chidambaram Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Rishabh Pant,batsman,33.0,172.0,56.0,,,
2021,M Chinnaswamy Stadium,Kolkata Knight Riders,Mumbai Indians,KL Rahul,batsman,42.0,105.03,44.0,,,
2021,M Chinnaswamy Stadium,Delhi Capitals,Kolkata Knight Riders,KL Rahul,batsman,16.0,126.28,20.0,,,
2021,M Chinnaswamy Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Jasprit Bumrah,bowler,,,,2.0,5.95,2.0
2021,M Chinnaswamy Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Rohit Sharma,batsman,31.0,172.73,53.0,,,
2021,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,KL Rahul,batsman,40.0,101.71,40.0,,,
2021,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad,Virat Kohli,batsman,36.0,120.39,43.0,,,
2021,Arun Jaitley Stadium,Mumbai Indians,Sunrisers Hyderabad,Virat Kohli,batsman,11.0,143.7,15.0,,,
2022,MA Chidambaram Stadium,Delhi Capitals,Kolkata Knight Riders,KL Rahul,batsman,19.0,143.3,27.0,,,
2022,MA Chidambaram Stadium,Royal Challengers Bangalore,Delhi Capitals,Rishabh Pant,batsman,65.0,141.94,92.0,,,
2022,MA Chidambaram Stadium,Kolkata Knight Riders,Mumbai Indians,Yuzvendra Chahal,bowler,,,,4.0,9.86,1.0
2022,Eden Gardens,Royal Challengers Bangalore,Delhi Capitals,Yuzvendra Chahal,bowler,,,,3.0,6.34,0.0
2022,Arun Jaitley Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunil Narine,bowler,,,,2.0,8.2,5.0
2022,Wankhede Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Shubman Gill,batsman,23.0,114.61,26.0,,,
2022,Wankhede Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Virat Kohli,batsman,33.0,162.01,53.0,,,
2022,Wankhede Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Yuzvendra Chahal,bowler,,,,4.0,6.84,5.0
2022,Arun Jaitley Stadium,Royal Challengers Bangalore,Chennai Super Kings,KL Rahul,batsman,60.0,135.07,81.0,,,
2022,Arun Jaitley Stadium,Royal Challengers Bangalore,Mumbai Indians,Rishabh Pant,batsman,13.0,133.26,17.0,,,
2022,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Jasprit Bumrah,bowler,,,,2.0,8.16,2.0
2022,M Chinnaswamy Stadium,Mumbai Indians,Kolkata Knight Riders,Sunil Narine,bowler,,,,4.0,6.64,4.0
2022,Arun Jaitley Stadium,Mumbai Indians,Kolkata Knight Riders,Yuzvendra Chahal,bowler,,,,3.0,5.76,5.0
2022,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Virat Kohli,batsman,19.0,146.45,27.0,,,
2022,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Rohit Sharma,batsman,26.0,108.52,28.0,,,
2022,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,Virat Kohli,batsman,61.0,103.49,63.0,,,
2022,Eden Gardens,Sunrisers Hyderabad,Delhi Capitals,KL Rahul,batsman,10.0,117.93,11.0,,,
2022,Eden Gardens,Chennai Super Kings,Royal Challengers Bangalore,Jasprit Bumrah,bowler,,,,2.0,9.93,4.0
2022,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Ravindra Jadeja,bowler,,,,3.0,9.55,4.0
2022,Arun Jaitley Stadium,Chennai Super Kings,Royal Challengers Bangalore,Virat Kohli,batsman,48.0,149.24,71.0,,,
2022,MA Chidambaram Stadium,Delhi Capitals,Sunrisers Hyderabad,Virat Kohli,batsman,50.0,113.46,56.0,,,
